Rating,avg_salary,age,avg_revenue,avg_size,desc_len,private,python_,R_,spark_,aws_,excel_,analyst,data engineer,data scientist,director,manager,mle,seniority,Bio + Healthcare,Defense + Manufacturing + Petroleum,Education + Consumer,Finance + Legal + Insurance,IT + Media + TC,Land + Travel
-1.0881199180929833,-1.4797851434737794,-0.4997513278577204,-0.7694986808262969,-0.8779375438691679,-0.6533402096601866,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.5915095167884293,1.0237827302558948,-0.6914299320371445,-0.7015405871555822,-0.20922345822035635,-0.04705552903053592,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0316330384946251,-0.5886847138411835,-0.47579150233529244,-0.7772653201029499,-0.9347151549148217,0.7293922116510957,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0316330384946251,1.1086494378399516,-0.4039120257680084,1.1624528392411617,1.5570649351754386,0.12499823168868926,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.9014944253283824,-1.5646518510578362,-0.6195504554698605,-0.7597903817304805,-0.20922345822035635,-0.25377213531590537,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-1.0881199180929833,0.09024894683127056,-0.5955906299474325,-0.7789739807438136,-0.8779375438691679,-0.3848607149115055,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.21825853125922678,0.472149130959526,-0.4997513278577204,0.1269009356874151,0.9263287626927199,-0.9224499379646157,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-2.3944983674451943,-0.9140070929134011,0.41072204199454415,-0.7015405871555822,-0.20922345822035635,-0.13087659194503024,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.9014944253283824,-0.8857181903853821,-0.4997513278577204,-0.5850409980057857,-0.7769995686768945,0.35188231175799717,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.40488402402382845,0.4862935822235354,1.4889141905038048,1.8096727789622533,1.5570649351754386,1.52789812678391,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7781350095530318,-0.07948446833684296,-0.6674701065147165,-0.7015405871555822,-0.7769995686768945,-0.17499294084739567,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2.084513458905243,-1.3524850820976944,-0.9070683617389966,-0.7787021483691308,-0.9347151549148217,-1.0844199617918715,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.9647605023176327,-1.649518558641893,0.6982399482636803,-0.39087501608945824,-0.7769995686768945,-1.1877782649345563,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0316330384946251,0.4580046796955165,0.5784408206515402,0.9682868573248342,-0.20922345822035635,-0.32624899422693426,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.1513859950822352,-0.7867070315373159,-0.7633094086044286,-0.7789739807438136,-0.95994964871289,-0.19705111529857838,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.1513859950822352,-0.7725625802733065,-0.6914299320371445,-0.7015405871555822,-0.7769995686768945,1.6671797426042352,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.34161794703457743,-1.7909630712819875,0.7221997737861083,-0.7772653201029499,-0.9347151549148217,-0.729598469905704,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.34161794703457743,-1.8899742301300537,0.05132465915812392,-0.7015405871555822,-0.20922345822035635,-0.9344243755238292,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.7112624733760393,1.4056829143841503,-0.9310281872614247,-0.7015405871555822,-0.7769995686768945,0.7917853336701554,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0316330384946251,0.5853047410716017,-0.7153897575595726,-0.7015405871555822,-0.8779375438691679,-0.35902113912583433,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.15499245426997577,-0.1643511759208997,2.974423372894342,1.8096727789622533,0.9263287626927199,1.0621555290860807,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.21825853125922678,0.6418825461276395,-0.6195504554698605,-0.7015405871555822,-0.7769995686768945,-1.3440761867600797,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0316330384946251,-2.2718744142583094,1.2972355863243807,0.1269009356874151,1.5570649351754386,1.4478584652039042,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.7148689325637808,-0.3765179448810416,0.195083612292692,-0.7597903817304805,-0.7769995686768945,-0.21973952330550917,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-1.274745410857585,-1.097884959345524,-0.1403539450213002,-0.7306654844430314,-0.7769995686768945,0.35062184464650104,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
-1.0881199180929833,-0.9705848979694389,-0.8831085362165687,-0.7015405871555822,-0.20922345822035635,1.99994306003922,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.15499245426997577,-1.0837405080815146,0.8659587269206764,-0.5462078016225203,-0.7769995686768945,-0.3533490371241016,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-1.0881199180929833,0.2175490082073557,-0.7393495830820006,-0.7015405871555822,-0.7769995686768945,0.5768756911600609,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.21825853125922678,0.07610449556726111,-0.4518316768128644,0.5540660959033356,-0.8779375438691679,1.1087928122114383,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
-1.6479963963867883,-0.24921788350495647,-0.23619324711101225,-0.7381085137498239,-0.8779375438691679,-0.7428333745764135,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0316330384946251,-0.7867070315373159,0.24300326333754804,-0.5850409980057857,-0.20922345822035635,-0.0981044470461302,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-2.021247381915991,1.5612718782882544,-0.42787185129043637,-0.1319870402010216,-0.20922345822035635,-0.19579064818708222,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.34161794703457743,0.13268230062329894,0.7221997737861083,-0.5850409980057857,-0.20922345822035635,-0.07982767392943595,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0316330384946251,0.13268230062329894,1.4649543649813768,-0.7015405871555822,-0.8779375438691679,-1.4732740656884356,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.15499245426997577,-0.8715737391213727,0.31488273990483207,0.1269009356874151,1.5570649351754386,-0.1516742992847168,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.9014944253283824,-1.7343852662259498,0.14716396124783598,-0.7694986808262969,-0.9347151549148217,0.6096478360589609,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.21825853125922678,-0.48967355499311727,-0.7393495830820006,-0.7597903817304805,-0.20922345822035635,-0.5254027978433268,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.9014944253283824,1.702716390928349,-0.6674701065147165,-0.7015405871555822,-0.8779375438691679,1.0716090324223018,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-1.0881199180929833,-1.3241961795696755,-0.3559923747231523,-0.7015405871555822,-0.7769995686768945,0.8781273308076419,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0316330384946251,-0.051195565808824034,-0.3559923747231523,-0.7015405871555822,-0.7769995686768945,3.334777731113648,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.0316330384946251,-0.03705111454481458,0.8659587269206764,1.8096727789622533,1.5570649351754386,-0.3382234317861478,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.5915095167884293,-1.592940753585855,0.12320413572540796,-0.7015405871555822,-0.20922345822035635,-1.1663503240391218,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-1.0881199180929833,1.179371694159999,-0.6674701065147165,-0.1319870402010216,-0.20922345822035635,0.18991228793074125,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.21825853125922678,1.0096382789918854,-0.8112290596492846,-0.7746764403440656,-0.9347151549148217,-0.3533490371241016,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
-0.9014944253283824,-0.8574292878573633,-0.3080727236782963,0.1269009356874151,-0.20922345822035635,1.7951171544210949,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.7148689325637808,0.3307046183194314,0.195083612292692,-0.7597903817304805,-0.7769995686768945,-0.1598673355094418,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
-0.5282434397991791,-1.2110405694575996,0.8419989013982484,-0.5850409980057857,-0.20922345822035635,-0.875812654839258,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.7148689325637808,-1.4939295947377889,0.5784408206515402,-0.1319870402010216,0.9263287626927199,-0.7995543945937406,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.5915095167884293,1.2500939504800463,-0.7633094086044286,-0.5850409980057857,-0.20922345822035635,0.20440765971294703,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.5915095167884293,-1.592940753585855,0.12320413572540796,-0.7015405871555822,-0.20922345822035635,-1.1663503240391218,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.40488402402382845,0.288271264527403,-0.4997513278577204,1.8096727789622533,1.5570649351754386,-1.0585803860062004,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0316330384946251,-0.03705111454481458,0.8659587269206764,1.8096727789622533,1.5570649351754386,-0.3382234317861478,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0316330384946251,1.7875830985124057,-0.8591487106941407,-0.1319870402010216,-0.20922345822035635,-0.6394750714337288,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1.5246369806114368,-1.6636630099059024,0.07528448468055193,-0.643290792580684,-0.20922345822035635,-1.3377738512025987,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.5282434397991791,0.7833270587677341,2.3754277348336412,1.8096727789622533,1.5570649351754386,2.4360646806168895,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.338011487846836,0.30241571579141246,-0.8112290596492846,-0.7015405871555822,-0.8779375438691679,-0.5953587225313635,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.34161794703457743,-0.9564404467054295,-0.8831085362165687,-0.7015405871555822,-0.7769995686768945,0.244742607280824,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0316330384946251,-1.0554516055534957,0.24300326333754804,-0.5850409980057857,-0.20922345822035635,0.5844384938290378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.7781350095530318,0.13268230062329894,-0.7153897575595726,-0.7694986808262969,-0.9347151549148217,-1.5646579312719067,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.40488402402382845,0.9106271201438192,1.4889141905038048,1.8096727789622533,1.5570649351754386,1.390507211630829,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
0.21825853125922678,0.3589935208474503,-0.7633094086044286,-0.7015405871555822,-0.7769995686768945,0.015337592988523763,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.15499245426997577,-0.7018403239532591,-0.9789478383062807,-0.7015405871555822,-0.7769995686768945,0.34494974264476835,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.5915095167884293,0.4438602284315071,3.022343023939198,1.8096727789622533,1.5570649351754386,0.5163732698082454,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1.338011487846836,1.2076605966880178,-0.8831085362165687,-0.7789739807438136,-0.9347151549148217,0.04495857010868341,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.5915095167884293,-1.2534739232496281,-0.5596508916637905,-0.7306654844430314,-0.8779375438691679,-0.7901008912575194,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.15499245426997577,-1.1827516669295808,-0.8112290596492846,-0.7381085137498239,-0.9347151549148217,-0.3873816491344978,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-1.0881199180929833,-0.6028291651051929,-0.5476709789025764,-0.643290792580684,-0.7769995686768945,-0.8915684937329599,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.21825853125922678,0.6418825461276395,-0.6195504554698605,-0.7015405871555822,-0.7769995686768945,-1.3440761867600797,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.5246369806114368,0.06196004430325164,-0.7393495830820006,-0.7015405871555822,-0.20922345822035635,0.8390528503512612,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.7148689325637808,-0.3340845910890132,-0.04451464293158814,1.8096727789622533,1.5570649351754386,-0.0029391801281704864,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
0.0316330384946251,-0.6735514214252403,-0.5836107171862185,-0.7015405871555822,-0.8779375438691679,1.3987002478555541,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
-1.6479963963867883,-0.235073432240947,0.027364833635695907,-0.5850409980057857,0.9263287626927199,0.3802428217666607,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5915095167884293,-0.1360622733928808,2.926503721849486,1.8096727789622533,1.5570649351754386,1.3451303956169673,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.9014944253283824,-0.7584181290092971,0.0034050081132678905,1.8096727789622533,1.5570649351754386,0.8163644423443304,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1.338011487846836,1.0945049865759422,-0.8112290596492846,-0.7015405871555822,-0.8779375438691679,-0.6438867063239654,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.9014944253283824,-1.338340630833685,-0.6435102809922886,-0.7015405871555822,-0.20922345822035635,-0.3230978264481939,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.338011487846836,1.2642384017440558,-0.8831085362165687,-0.7015405871555822,-0.7769995686768945,-0.21973952330550917,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.7148689325637808,0.2175490082073557,0.9378382034879604,1.8096727789622533,1.5570649351754386,0.09411678745703346,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
0.21825853125922678,0.3589935208474503,-0.4518316768128644,1.8096727789622533,1.5570649351754386,-0.0073508150184070295,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.21825853125922678,1.1652272428959896,-0.7153897575595726,-0.7015405871555822,-0.8779375438691679,-1.2816830647410198,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.40488402402382845,-1.7202408149619404,0.26696308885997605,-0.7015405871555822,-0.7769995686768945,-0.06596253570297825,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0316330384946251,0.6701714486556584,-0.5237111533801484,-0.643290792580684,-0.7769995686768945,-0.4434724355960767,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
-0.5282434397991791,0.06196004430325164,-0.16431377054372823,-0.7746764403440656,-0.20922345822035635,-1.102696734908566,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.40488402402382845,-0.2633623347689659,2.3035482582663573,1.8096727789622533,1.5570649351754386,0.03865623455120264,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
-0.5282434397991791,-0.5038180062571267,0.9617980290103885,-0.39087501608945824,-0.20922345822035635,0.7508201525465303,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-2.581123860209796,-1.126173861873543,0.12320413572540796,-0.7694986808262969,-0.8779375438691679,1.3709699714026387,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1.338011487846836,-0.6311180676332119,-0.6435102809922886,-0.7789739807438136,-0.9347151549148217,-0.5197306958415941,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.9014944253283824,0.03367114177523272,0.5305211696066843,-0.5850409980057857,-0.7769995686768945,-0.5871656863066383,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.4613709036221867,-0.5321069087851457,-0.6914299320371445,-0.7746764403440656,-0.9347151549148217,-0.2632256386521265,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.9647605023176327,0.34484906958344086,-0.9310281872614247,-0.7694986808262969,-0.9347151549148217,0.28633802196019714,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2.2711389516698435,-0.3340845910890132,-0.9070683617389966,-0.7746764403440656,-0.95994964871289,0.17667738326003163,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0.0316330384946251,-1.5505073997938268,0.3867622164721161,1.8096727789622533,-0.20922345822035635,3.422380195362631,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.4613709036221867,0.4438602284315071,0.5784408206515402,-0.7597903817304805,-0.9347151549148217,1.6470122688202966,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7781350095530318,1.334960658064103,-0.020554817409160125,1.8096727789622533,1.5570649351754386,-1.1808456958213274,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.15499245426997577,-1.097884959345524,-0.9789478383062807,0.5540660959033356,-0.8779375438691679,-0.3256187606711862,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.9014944253283824,1.702716390928349,-0.6674701065147165,-0.7015405871555822,-0.8779375438691679,1.0716090324223018,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-1.0881199180929833,-0.10777337086486187,0.41072204199454415,-0.39087501608945824,0.9263287626927199,1.51151205433446,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.5915095167884293,-0.1360622733928808,2.926503721849486,1.8096727789622533,1.5570649351754386,1.3451303956169673,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.40488402402382845,0.019526690511223264,-0.06847446845401615,-0.3164447230215327,-0.7769995686768945,0.5945222307210071,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.15499245426997577,-1.097884959345524,-0.9789478383062807,0.5540660959033356,-0.8779375438691679,-0.3256187606711862,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.1513859950822352,-0.31994013982500374,-0.4997513278577204,-0.7015405871555822,-0.9347151549148217,0.27121241662224327,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.34161794703457743,2.480661210448869,-0.7633094086044286,-0.7746764403440656,-0.8779375438691679,-0.9237104050761118,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
-2.581123860209796,-0.8998626416493916,-0.6674701065147165,-0.7015405871555822,-0.20922345822035635,-1.5570951286029298,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0.40488402402382845,-0.1360622733928808,-0.06847446845401615,-0.3164447230215327,-0.7769995686768945,-0.7327496376844443,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.5282434397991791,-1.0413071542894863,2.207708956176645,0.1269009356874151,1.5570649351754386,-1.1921898998247928,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0316330384946251,-0.7301292264812781,-0.23619324711101225,1.8096727789622533,1.5570649351754386,-0.36091183979307856,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.21825853125922678,-1.2251850207216093,-0.4518316768128644,-0.1319870402010216,-0.20922345822035635,-0.4270863631466267,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
-1.6479963963867883,0.03367114177523272,0.2909229143824041,1.8096727789622533,1.5570649351754386,0.6499827836268379,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.7148689325637808,0.005382239247213803,-0.04451464293158814,1.8096727789622533,1.5570649351754386,0.9298064823789843,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
0.40488402402382845,0.6843158999196679,1.4889141905038048,1.8096727789622533,1.5570649351754386,0.8844296663651228,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7781350095530318,-0.3340845910890132,-0.6674701065147165,-0.7746764403440656,-0.9347151549148217,-0.8865266252869752,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.9014944253283824,-1.4514962409457606,-0.7633094086044286,-0.7015405871555822,-0.20922345822035635,-0.16932083884566296,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.5915095167884293,-0.7725625802733065,-0.8831085362165687,-0.7784303159944479,-0.9347151549148217,-1.192820133380541,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.084513458905243,0.6984603511836773,-0.33203254920072434,-0.7694986808262969,-0.8779375438691679,-1.2186597091662121,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.15499245426997577,3.202028224913352,-0.8591487106941407,-0.7015405871555822,-0.7769995686768945,0.5522965824858859,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.9647605023176327,-0.24921788350495647,-0.5237111533801484,-0.7694986808262969,-0.20922345822035635,-1.1947108340477852,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
